geometry,lon,lat
POINT (22.480588347000168 -15.003256789999524),22.480588347000168,-15.003256789999524
POINT (22.480588347000168 -14.993256789999524),22.480588347000168,-14.993256789999524
POINT (22.480588347000168 -14.983256789999524),22.480588347000168,-14.983256789999524
POINT (22.490588347000177 -15.003256789999524),22.490588347000177,-15.003256789999524
POINT (22.690588347000208 -15.323256789999576),22.690588347000208,-15.323256789999576
POINT (22.690588347000208 -13.033256789999218),22.690588347000208,-13.033256789999218
POINT (22.690588347000208 -13.023256789999216),22.690588347000208,-13.023256789999216
POINT (22.700588347000206 -15.323256789999576),22.700588347000206,-15.323256789999576
POINT (22.700588347000206 -15.103256789999541),22.700588347000206,-15.103256789999541
POINT (22.700588347000206 -13.033256789999218),22.700588347000206,-13.033256789999218
POINT (22.700588347000206 -13.023256789999216),22.700588347000206,-13.023256789999216
POINT (22.710588347000208 -15.333256789999577),22.710588347000208,-15.333256789999577
POINT (22.710588347000208 -15.323256789999576),22.710588347000208,-15.323256789999576
POINT (22.710588347000208 -13.013256789999215),22.710588347000208,-13.013256789999215
POINT (22.720588347000213 -15.343256789999575),22.720588347000213,-15.343256789999575
POINT (22.720588347000213 -15.333256789999577),22.720588347000213,-15.333256789999577
POINT (22.720588347000213 -15.323256789999576),22.720588347000213,-15.323256789999576
POINT (22.73058834700021 -15.343256789999575),22.73058834700021,-15.343256789999575
POINT (22.73058834700021 -15.333256789999577),22.73058834700021,-15.333256789999577
POINT (22.73058834700021 -15.323256789999576),22.73058834700021,-15.323256789999576
POINT (22.740588347000216 -15.343256789999575),22.740588347000216,-15.343256789999575
POINT (22.740588347000216 -15.333256789999577),22.740588347000216,-15.333256789999577
POINT (22.740588347000216 -15.323256789999576),22.740588347000216,-15.323256789999576
POINT (22.740588347000216 -15.313256789999572),22.740588347000216,-15.313256789999572
POINT (22.75058834700022 -15.333256789999577),22.75058834700022,-15.333256789999577
POINT (22.75058834700022 -15.323256789999576),22.75058834700022,-15.323256789999576
POINT (22.75058834700022 -15.313256789999572),22.75058834700022,-15.313256789999572
POINT (22.75058834700022 -15.303256789999569),22.75058834700022,-15.303256789999569
POINT (22.75058834700022 -14.933256789999515),22.75058834700022,-14.933256789999515
POINT (22.760588347000215 -15.62325678999962),22.760588347000215,-15.62325678999962
POINT (22.760588347000215 -15.61325678999962),22.760588347000215,-15.61325678999962
POINT (22.760588347000215 -15.323256789999576),22.760588347000215,-15.323256789999576
POINT (22.760588347000215 -15.313256789999572),22.760588347000215,-15.313256789999572
POINT (22.760588347000215 -14.933256789999515),22.760588347000215,-14.933256789999515
POINT (22.77058834700022 -15.62325678999962),22.77058834700022,-15.62325678999962
POINT (22.77058834700022 -15.61325678999962),22.77058834700022,-15.61325678999962
POINT (22.77058834700022 -15.60325678999962),22.77058834700022,-15.60325678999962
POINT (22.77058834700022 -15.593256789999618),22.77058834700022,-15.593256789999618
POINT (22.77058834700022 -15.313256789999572),22.77058834700022,-15.313256789999572
POINT (22.77058834700022 -14.943256789999515),22.77058834700022,-14.943256789999515
POINT (22.77058834700022 -14.933256789999515),22.77058834700022,-14.933256789999515
POINT (22.77058834700022 -14.923256789999513),22.77058834700022,-14.923256789999513
POINT (22.78058834700022 -15.62325678999962),22.78058834700022,-15.62325678999962
POINT (22.78058834700022 -15.61325678999962),22.78058834700022,-15.61325678999962
POINT (22.78058834700022 -15.60325678999962),22.78058834700022,-15.60325678999962
POINT (22.78058834700022 -15.593256789999618),22.78058834700022,-15.593256789999618
POINT (22.78058834700022 -15.583256789999616),22.78058834700022,-15.583256789999616
POINT (22.78058834700022 -14.943256789999515),22.78058834700022,-14.943256789999515
POINT (22.78058834700022 -14.933256789999515),22.78058834700022,-14.933256789999515
POINT (22.79058834700022 -15.62325678999962),22.79058834700022,-15.62325678999962
POINT (22.79058834700022 -15.61325678999962),22.79058834700022,-15.61325678999962
POINT (22.79058834700022 -15.60325678999962),22.79058834700022,-15.60325678999962
POINT (22.79058834700022 -15.593256789999618),22.79058834700022,-15.593256789999618
POINT (22.79058834700022 -15.583256789999616),22.79058834700022,-15.583256789999616
POINT (22.79058834700022 -14.933256789999515),22.79058834700022,-14.933256789999515
POINT (22.800588347000218 -15.62325678999962),22.800588347000218,-15.62325678999962
POINT (22.800588347000218 -15.61325678999962),22.800588347000218,-15.61325678999962
POINT (22.800588347000218 -15.60325678999962),22.800588347000218,-15.60325678999962
POINT (22.800588347000218 -15.593256789999618),22.800588347000218,-15.593256789999618
POINT (22.800588347000218 -15.583256789999616),22.800588347000218,-15.583256789999616
POINT (22.810588347000227 -15.61325678999962),22.810588347000227,-15.61325678999962
POINT (22.810588347000227 -15.60325678999962),22.810588347000227,-15.60325678999962
POINT (22.810588347000227 -15.593256789999618),22.810588347000227,-15.593256789999618
POINT (22.810588347000227 -15.583256789999616),22.810588347000227,-15.583256789999616
POINT (22.810588347000227 -15.573256789999617),22.810588347000227,-15.573256789999617
POINT (22.82058834700023 -15.61325678999962),22.82058834700023,-15.61325678999962
POINT (22.82058834700023 -15.60325678999962),22.82058834700023,-15.60325678999962
POINT (22.82058834700023 -15.593256789999618),22.82058834700023,-15.593256789999618
POINT (22.82058834700023 -15.583256789999616),22.82058834700023,-15.583256789999616
POINT (22.82058834700023 -15.573256789999617),22.82058834700023,-15.573256789999617
POINT (22.83058834700023 -15.61325678999962),22.83058834700023,-15.61325678999962
POINT (22.83058834700023 -15.60325678999962),22.83058834700023,-15.60325678999962
POINT (22.83058834700023 -15.593256789999618),22.83058834700023,-15.593256789999618
POINT (22.83058834700023 -15.583256789999616),22.83058834700023,-15.583256789999616
POINT (22.83058834700023 -15.573256789999617),22.83058834700023,-15.573256789999617
POINT (22.83058834700023 -15.563256789999611),22.83058834700023,-15.563256789999611
POINT (22.840588347000228 -16.45325678999975),22.840588347000228,-16.45325678999975
POINT (22.840588347000228 -16.44325678999975),22.840588347000228,-16.44325678999975
POINT (22.840588347000228 -16.43325678999975),22.840588347000228,-16.43325678999975
POINT (22.840588347000228 -16.423256789999748),22.840588347000228,-16.423256789999748
POINT (22.840588347000228 -15.61325678999962),22.840588347000228,-15.61325678999962
POINT (22.840588347000228 -15.60325678999962),22.840588347000228,-15.60325678999962
POINT (22.840588347000228 -15.593256789999618),22.840588347000228,-15.593256789999618
POINT (22.840588347000228 -15.583256789999616),22.840588347000228,-15.583256789999616
POINT (22.840588347000228 -15.573256789999617),22.840588347000228,-15.573256789999617
POINT (22.840588347000228 -15.563256789999611),22.840588347000228,-15.563256789999611
POINT (22.850588347000233 -16.473256789999752),22.850588347000233,-16.473256789999752
POINT (22.850588347000233 -16.463256789999754),22.850588347000233,-16.463256789999754
POINT (22.850588347000233 -16.45325678999975),22.850588347000233,-16.45325678999975
POINT (22.850588347000233 -16.44325678999975),22.850588347000233,-16.44325678999975
POINT (22.850588347000233 -15.61325678999962),22.850588347000233,-15.61325678999962
POINT (22.850588347000233 -15.60325678999962),22.850588347000233,-15.60325678999962
POINT (22.850588347000233 -15.593256789999618),22.850588347000233,-15.593256789999618
POINT (22.850588347000233 -15.583256789999616),22.850588347000233,-15.583256789999616
POINT (22.850588347000233 -15.573256789999617),22.850588347000233,-15.573256789999617
POINT (22.850588347000233 -15.563256789999611),22.850588347000233,-15.563256789999611
POINT (22.850588347000233 -15.553256789999612),22.850588347000233,-15.553256789999612
POINT (22.86058834700023 -16.473256789999752),22.86058834700023,-16.473256789999752
POINT (22.86058834700023 -16.463256789999754),22.86058834700023,-16.463256789999754
POINT (22.86058834700023 -16.45325678999975),22.86058834700023,-16.45325678999975
POINT (22.860588347000228 -15.60325678999962),22.860588347000228,-15.60325678999962
POINT (22.860588347000228 -15.593256789999618),22.860588347000228,-15.593256789999618
POINT (22.860588347000228 -15.583256789999616),22.860588347000228,-15.583256789999616
POINT (22.860588347000228 -15.573256789999617),22.860588347000228,-15.573256789999617
POINT (22.860588347000228 -15.563256789999611),22.860588347000228,-15.563256789999611
POINT (22.860588347000228 -15.553256789999612),22.860588347000228,-15.553256789999612
POINT (22.870588347000233 -16.473256789999752),22.870588347000233,-16.473256789999752
POINT (22.870588347000233 -16.463256789999754),22.870588347000233,-16.463256789999754
POINT (22.870588347000236 -15.593256789999618),22.870588347000236,-15.593256789999618
POINT (22.870588347000236 -15.583256789999616),22.870588347000236,-15.583256789999616
POINT (22.870588347000236 -15.573256789999617),22.870588347000236,-15.573256789999617
POINT (22.870588347000236 -15.563256789999611),22.870588347000236,-15.563256789999611
POINT (22.870588347000236 -15.553256789999612),22.870588347000236,-15.553256789999612
POINT (22.870588347000236 -15.54325678999961),22.870588347000236,-15.54325678999961
POINT (22.880588347000234 -16.473256789999752),22.880588347000234,-16.473256789999752
POINT (22.880588347000234 -16.463256789999754),22.880588347000234,-16.463256789999754
POINT (22.880588347000234 -16.45325678999975),22.880588347000234,-16.45325678999975
POINT (22.880588347000234 -15.583256789999616),22.880588347000234,-15.583256789999616
POINT (22.880588347000234 -15.573256789999617),22.880588347000234,-15.573256789999617
POINT (22.880588347000234 -15.563256789999611),22.880588347000234,-15.563256789999611
POINT (22.880588347000234 -15.553256789999612),22.880588347000234,-15.553256789999612
POINT (22.880588347000234 -15.54325678999961),22.880588347000234,-15.54325678999961
POINT (22.89058834700024 -16.473256789999752),22.89058834700024,-16.473256789999752
POINT (22.89058834700024 -16.463256789999754),22.89058834700024,-16.463256789999754
POINT (22.89058834700024 -16.45325678999975),22.89058834700024,-16.45325678999975
POINT (22.890588347000243 -15.583256789999616),22.890588347000243,-15.583256789999616
POINT (22.890588347000243 -15.573256789999617),22.890588347000243,-15.573256789999617
POINT (22.890588347000243 -15.563256789999611),22.890588347000243,-15.563256789999611
POINT (22.890588347000243 -15.553256789999612),22.890588347000243,-15.553256789999612
POINT (22.890588347000243 -15.54325678999961),22.890588347000243,-15.54325678999961
POINT (22.890588347000243 -15.533256789999607),22.890588347000243,-15.533256789999607
POINT (22.890588347000243 -15.363256789999582),22.890588347000243,-15.363256789999582
POINT (22.90058834700024 -16.463256789999754),22.90058834700024,-16.463256789999754
POINT (22.90058834700024 -16.45325678999975),22.90058834700024,-16.45325678999975
POINT (22.900588347000237 -15.573256789999617),22.900588347000237,-15.573256789999617
POINT (22.900588347000237 -15.563256789999611),22.900588347000237,-15.563256789999611
POINT (22.900588347000237 -15.553256789999612),22.900588347000237,-15.553256789999612
POINT (22.900588347000237 -15.54325678999961),22.900588347000237,-15.54325678999961
POINT (22.900588347000237 -15.533256789999607),22.900588347000237,-15.533256789999607
POINT (22.900588347000237 -15.383256789999583),22.900588347000237,-15.383256789999583
POINT (22.900588347000237 -15.373256789999584),22.900588347000237,-15.373256789999584
POINT (22.900588347000237 -15.363256789999582),22.900588347000237,-15.363256789999582
POINT (22.910588347000242 -15.563256789999611),22.910588347000242,-15.563256789999611
POINT (22.910588347000242 -15.553256789999612),22.910588347000242,-15.553256789999612
POINT (22.910588347000242 -15.54325678999961),22.910588347000242,-15.54325678999961
POINT (22.910588347000242 -15.533256789999607),22.910588347000242,-15.533256789999607
POINT (22.910588347000242 -15.393256789999587),22.910588347000242,-15.393256789999587
POINT (22.910588347000242 -15.383256789999583),22.910588347000242,-15.383256789999583
POINT (22.910588347000242 -15.373256789999584),22.910588347000242,-15.373256789999584
POINT (22.910588347000242 -15.363256789999582),22.910588347000242,-15.363256789999582
POINT (22.910588347000242 -15.353256789999577),22.910588347000242,-15.353256789999577
POINT (22.92058834700024 -15.563256789999611),22.92058834700024,-15.563256789999611
POINT (22.92058834700024 -15.553256789999612),22.92058834700024,-15.553256789999612
POINT (22.92058834700024 -15.54325678999961),22.92058834700024,-15.54325678999961
POINT (22.92058834700024 -15.393256789999587),22.92058834700024,-15.393256789999587
POINT (22.92058834700024 -15.383256789999583),22.92058834700024,-15.383256789999583
POINT (22.92058834700024 -15.373256789999584),22.92058834700024,-15.373256789999584
POINT (22.92058834700024 -15.363256789999582),22.92058834700024,-15.363256789999582
POINT (22.92058834700024 -15.353256789999577),22.92058834700024,-15.353256789999577
POINT (22.930588347000246 -15.393256789999587),22.930588347000246,-15.393256789999587
POINT (22.930588347000246 -15.383256789999583),22.930588347000246,-15.383256789999583
POINT (22.930588347000246 -15.373256789999584),22.930588347000246,-15.373256789999584
POINT (22.930588347000246 -15.363256789999582),22.930588347000246,-15.363256789999582
POINT (22.930588347000246 -15.353256789999577),22.930588347000246,-15.353256789999577
POINT (22.930588347000246 -15.343256789999575),22.930588347000246,-15.343256789999575
POINT (22.940588347000247 -15.343256789999575),22.940588347000247,-15.343256789999575
POINT (23.100588347000272 -13.513256789999293),23.100588347000272,-13.513256789999293
POINT (23.100588347000272 -13.503256789999291),23.100588347000272,-13.503256789999291
POINT (23.11058834700027 -13.503256789999291),23.11058834700027,-13.503256789999291
POINT (23.14058834700028 -15.163256789999549),23.14058834700028,-15.163256789999549
